# manifest_id	toefl-2026-audio-manifest
# manifest_version	2026-08-09.v1
# snapshot_date	2026-08-09
# official_registry	toefl-ibt-2026@2026-08-09.v2
# source_fingerprint	50b3b8d7dd04826cf625052e7910b844c305894d43b2eae5fda01f881d3d512d
# audio_fingerprint	dab2fdb8340d2dc72df4d70923985bdfd876174a922d646a3795bb39a5619842
# editorial_inventory	toefl-2026-editorial-inventory@2026-08-09.v1
# ffprobe_version	8.1.1
# source_scope	src/data/mocks/toefl-set-{1..20}.ts + public/audio/toefl/set-{1..20}/*.mp3
# source_asset_id_policy	blank_means_original_root_asset
# transcript_policy	canonical_blank_until_T07; candidate_ref_and_hash_preserve_source
asset_id	source_asset_id	asset_version	set_id	part	task_rule	task_type	stimulus_id	section_id	item_id	linked_item_ids	source_file	source_field	public_url	path	sha256	bytes	duration_ms	codec	sample_rate_hz	channels	channel_layout	bitrate_bps	loudness_lufs	true_peak_db	canonical_transcript	canonical_transcript_status	transcript_candidate_ref	transcript_candidate_sha256	transcript_candidate_chars	transcript_candidate_words	asr_transcript	asr_status	wer_or_diff	voice_ids	voice_roles	generator	model	settings	license_and_provenance	editorial_state	validation_status	technical_status	linguistic_status	human_status	reuse_class	reuse_status	reviewed_at	reviewer
asset:toefl:set-1:part-12:repeat-3		legacy_unversioned	set-1	12	S-001	Listen and Repeat	stimulus:t1-s-rp3:audio	section:set-1:part-12	item:t1-s-rp3	item:t1-s-rp3	src/data/mocks/toefl-set-1.ts	question.audioUrl	/audio/toefl/set-1/repeat-3.mp3	public/audio/toefl/set-1/repeat-3.mp3	02d1281e5aa876826ad9c3ec8282bf9fc54a177aa37aed508b93d632a588a61d	28674	3520	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t1-s-rp3.targetSentence	fb92557b69f200e0f01626379475002902a49a238219f215861ace6f771c94e7	51	9		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-1:part-12:repeat-4		legacy_unversioned	set-1	12	S-001	Listen and Repeat	stimulus:t1-s-rp4:audio	section:set-1:part-12	item:t1-s-rp4	item:t1-s-rp4	src/data/mocks/toefl-set-1.ts	question.audioUrl	/audio/toefl/set-1/repeat-4.mp3	public/audio/toefl/set-1/repeat-4.mp3	fab7ba04db4eb61b6ae8c47238935eb509fb6cb2b7bba7109b71768c300b5954	27420	3360	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t1-s-rp4.targetSentence	d9ee6a24326b7e08432e772795f269bab8e7f8c8edb0f624113cb1e71cba884a	72	12		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-1:part-12:repeat-5		legacy_unversioned	set-1	12	S-001	Listen and Repeat	stimulus:t1-s-rp5:audio	section:set-1:part-12	item:t1-s-rp5	item:t1-s-rp5	src/data/mocks/toefl-set-1.ts	question.audioUrl	/audio/toefl/set-1/repeat-5.mp3	public/audio/toefl/set-1/repeat-5.mp3	528f7c97b9c2922e15a4b78bd1b78be063ec349fa615ab82ef452ced173484d0	37033	4560	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t1-s-rp5.targetSentence	76c801f55e37e7d167f554c51178d90f2adc2065438d15dc8b70eb07575c9f62	86	15		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-5:listen-choose-1		legacy_unversioned	set-2	5	L-001	Listen and Choose a Response	stimulus:t2-l-cr1:audio	section:set-2:part-5	item:t2-l-cr1	item:t2-l-cr1	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/listen-choose-1.mp3	public/audio/toefl/set-2/listen-choose-1.mp3	d9fd61a586887ea4c546b12880cd9860eff1735e47eb7cddc3adf1a56053d863	23031	2820	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-5:listen-choose-2		legacy_unversioned	set-2	5	L-001	Listen and Choose a Response	stimulus:t2-l-cr2:audio	section:set-2:part-5	item:t2-l-cr2	item:t2-l-cr2	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/listen-choose-2.mp3	public/audio/toefl/set-2/listen-choose-2.mp3	69cf115e4ff99383c423c7f6bb380110b9149f32a9380bf49c44f2cd604203f7	28256	3460	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-5:listen-choose-3		legacy_unversioned	set-2	5	L-001	Listen and Choose a Response	stimulus:t2-l-cr3:audio	section:set-2:part-5	item:t2-l-cr3	item:t2-l-cr3	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/listen-choose-3.mp3	public/audio/toefl/set-2/listen-choose-3.mp3	c16d10b8076bfee5899154435f422d5b3dd27a5e143a548828ecc1de613b2462	18016	2180	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-5:listen-choose-4		legacy_unversioned	set-2	5	L-001	Listen and Choose a Response	stimulus:t2-l-cr4:audio	section:set-2:part-5	item:t2-l-cr4	item:t2-l-cr4	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/listen-choose-4.mp3	public/audio/toefl/set-2/listen-choose-4.mp3	d219aee6ac206599216dc50bb76ffd7219070fef6c63d99a5dbcacf83ce8b652	29510	3620	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-5:listen-choose-5		legacy_unversioned	set-2	5	L-001	Listen and Choose a Response	stimulus:t2-l-cr5:audio	section:set-2:part-5	item:t2-l-cr5	item:t2-l-cr5	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/listen-choose-5.mp3	public/audio/toefl/set-2/listen-choose-5.mp3	66ef7eaddff6f90b8dc91cc87272dbfb14c1fd4b7d31c22c83b54c73b7639bb3	27002	3300	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-6:conversation		legacy_unversioned	set-2	6	L-002	Listen to a Conversation	stimulus:set-2:part-6:audio	section:set-2:part-6		item:t2-l-cv1;item:t2-l-cv2;item:t2-l-cv3;item:t2-l-cv4	src/data/mocks/toefl-set-2.ts	section.audioUrl	/audio/toefl/set-2/conversation.mp3	public/audio/toefl/set-2/conversation.mp3	3f66fa0793a1a025aef50df37fd73f5bfaab9084966e2c2d02bf2efc43d77a20	693229	86580	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-2:part-6.transcript	fd0146517c38110d0f94f300dd7d2a68f243fff1a6d25ad626481a9fd307d55d	1421	239		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-7:announcement		legacy_unversioned	set-2	7	L-003	Listen to an Announcement	stimulus:set-2:part-7:audio	section:set-2:part-7		item:t2-l-an1;item:t2-l-an2;item:t2-l-an3	src/data/mocks/toefl-set-2.ts	section.audioUrl	/audio/toefl/set-2/announcement.mp3	public/audio/toefl/set-2/announcement.mp3	33012af8b9274a7b2c31df0c699dafb0fe38e71d6b02f6a1ad450298366893e0	418003	52180	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-2:part-7.transcript	bcffa5dd0215cb92e8c7dac9ce21948f099d13fe72190c4b286f2aeb8e8668a2	896	165		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-8:academic-talk		legacy_unversioned	set-2	8	L-004	Listen to an Academic Talk	stimulus:set-2:part-8:audio	section:set-2:part-8		item:t2-l-at1;item:t2-l-at2;item:t2-l-at3;item:t2-l-at4;item:t2-l-at5	src/data/mocks/toefl-set-2.ts	section.audioUrl	/audio/toefl/set-2/academic-talk.mp3	public/audio/toefl/set-2/academic-talk.mp3	2abaea77d843663493e5aad9e2fcc24d836596f6970b553380d0e60290a6492a	1150267	143701	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-2:part-8.transcript	55cb0748f3335e230fbe54355027a4f1f094ca027d76018bdf393a682cd4e631	1892	314		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-12:repeat-1		legacy_unversioned	set-2	12	S-001	Listen and Repeat	stimulus:t2-s-rp1:audio	section:set-2:part-12	item:t2-s-rp1	item:t2-s-rp1	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/repeat-1.mp3	public/audio/toefl/set-2/repeat-1.mp3	757d57e54e6d519296657ca579ee14bbb6250c425ee1bd76e491dca731b37619	16762	2020	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t2-s-rp1.targetSentence	366feda700e37d1a1d724ade72261dac48bca05c29e630c39036dae2dd0a3ed8	23	5		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-12:repeat-2		legacy_unversioned	set-2	12	S-001	Listen and Repeat	stimulus:t2-s-rp2:audio	section:set-2:part-12	item:t2-s-rp2	item:t2-s-rp2	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/repeat-2.mp3	public/audio/toefl/set-2/repeat-2.mp3	6c53cef42b966dd2ba3e12001fd14b3c9ee1a112dd7aeeef02ed4729e0f24c07	23867	2901	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t2-s-rp2.targetSentence	fb6e335b3f36f9ad0c06071028e6ebf31570dfe84768f04d3a8dffe58aa3aeb4	43	7		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-12:repeat-3		legacy_unversioned	set-2	12	S-001	Listen and Repeat	stimulus:t2-s-rp3:audio	section:set-2:part-12	item:t2-s-rp3	item:t2-s-rp3	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/repeat-3.mp3	public/audio/toefl/set-2/repeat-3.mp3	6d90fcd5d270277452675783843f7ef0f243abcf004f1fe03453cb994884c8ef	30764	3780	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t2-s-rp3.targetSentence	cc159a7e2accfb6cf90c109cc66329486b6ddfb26d68330cd7fb4e2e6ed29440	55	8		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-12:repeat-4		legacy_unversioned	set-2	12	S-001	Listen and Repeat	stimulus:t2-s-rp4:audio	section:set-2:part-12	item:t2-s-rp4	item:t2-s-rp4	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/repeat-4.mp3	public/audio/toefl/set-2/repeat-4.mp3	6995e51b473dabba0e1ecf9d65b9d315f152d3778ab1da5299fd7699fb11f4bb	39123	4820	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t2-s-rp4.targetSentence	58a210fc3f344d0c8257c6630a04b2792c31f0f15abb18a9919ccf11dbfcf4e3	79	14		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-2:part-12:repeat-5		legacy_unversioned	set-2	12	S-001	Listen and Repeat	stimulus:t2-s-rp5:audio	section:set-2:part-12	item:t2-s-rp5	item:t2-s-rp5	src/data/mocks/toefl-set-2.ts	question.audioUrl	/audio/toefl/set-2/repeat-5.mp3	public/audio/toefl/set-2/repeat-5.mp3	7512f0c7100710937157c477e686e4ac728ac455d6b2d3a237f73e237b503c44	42257	5220	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t2-s-rp5.targetSentence	6b9477cc0ba7c66993a744493ce95bb0bcb8d843e886b68bf9bdf30142e32d21	98	16		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-3:part-5:listen-choose-1		legacy_unversioned	set-3	5	L-001	Listen and Choose a Response	stimulus:t3-l-cr1:audio	section:set-3:part-5	item:t3-l-cr1	item:t3-l-cr1	src/data/mocks/toefl-set-3.ts	question.audioUrl	/audio/toefl/set-3/listen-choose-1.mp3	public/audio/toefl/set-3/listen-choose-1.mp3	0ad66b726fc0fbe22e4121bdbcd8fc9ddef1c186dfae46af153e32e7b56469aa	26375	3220	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-3:part-5:listen-choose-2		legacy_unversioned	set-3	5	L-001	Listen and Choose a Response	stimulus:t3-l-cr2:audio	section:set-3:part-5	item:t3-l-cr2	item:t3-l-cr2	src/data/mocks/toefl-set-3.ts	question.audioUrl	/audio/toefl/set-3/listen-choose-2.mp3	public/audio/toefl/set-3/listen-choose-2.mp3	b3ceb9e000eb718e20cb443c9ee32aef6d711dcc4d782d0e8f5182bb5c193f0e	33271	4100	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-3:part-5:listen-choose-3		legacy_unversioned	set-3	5	L-001	Listen and Choose a Response	stimulus:t3-l-cr3:audio	section:set-3:part-5	item:t3-l-cr3	item:t3-l-cr3	src/data/mocks/toefl-set-3.ts	question.audioUrl	/audio/toefl/set-3/listen-choose-3.mp3	public/audio/toefl/set-3/listen-choose-3.mp3	8e4d20134fc31874a6c6fb400af9892829aa66f7499cb47fbb70166399aec9e4	24494	2980	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-3:part-5:listen-choose-4		legacy_unversioned	set-3	5	L-001	Listen and Choose a Response	stimulus:t3-l-cr4:audio	section:set-3:part-5	item:t3-l-cr4	item:t3-l-cr4	src/data/mocks/toefl-set-3.ts	question.audioUrl	/audio/toefl/set-3/listen-choose-4.mp3	public/audio/toefl/set-3/listen-choose-4.mp3	c53a5f618ddaeede7d23ec1032f468d611371262277ac4a08259374566449d29	29510	3620	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-3:part-5:listen-choose-5		legacy_unversioned	set-3	5	L-001	Listen and Choose a Response	stimulus:t3-l-cr5:audio	section:set-3:part-5	item:t3-l-cr5	item:t3-l-cr5	src/data/mocks/toefl-set-3.ts	question.audioUrl	/audio/toefl/set-3/listen-choose-5.mp3	public/audio/toefl/set-3/listen-choose-5.mp3	6e18d5c4adefc11b1d087d5455b188804a737a515964fb1b32a7cc8c14350486	25748	3140	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
