# audit_id	toefl-2026-editorial-audit
# audit_version	2026-08-09.v1
# classification_scope	editorial_initial_action_not_release_approval
# source_inventory	docs/toefl-2026-editorial-inventory-2026-08-09.tsv
# source_inventory_sha256	fbeb7d5d7580f12accc526266e11f46e598d7c1d4010c331b8323af96dbd69e6
# row_granularity	item_unit
# release_default	blocked_not_validated
# source_scope	src/data/mocks/toefl-set-{1..20}.ts
item_id	object_id	set_id	part	task_rule	task_type	source_type	reuse_class	primary_action	item_severity	finding_ids	renderer_status	audio_status	runtime_dependency	rights_status	editorial_status	expert_status	release_status	source_file	reviewer	reviewed_at
item:t1-s-rp1	object:t1-s-rp1	set-1	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-1.ts	Codex_initial_editorial_audit	2026-08-09
item:t1-s-rp2	object:t1-s-rp2	set-1	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-1.ts	Codex_initial_editorial_audit	2026-08-09
item:t1-s-rp3	object:t1-s-rp3	set-1	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-1.ts	Codex_initial_editorial_audit	2026-08-09
item:t1-s-rp4	object:t1-s-rp4	set-1	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-1.ts	Codex_initial_editorial_audit	2026-08-09
item:t1-s-rp5	object:t1-s-rp5	set-1	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-1.ts	Codex_initial_editorial_audit	2026-08-09
item:t1-s-iv1	object:t1-s-iv1	set-1	13	R-013	Take an Interview	speak	B	repair_before_pilot	high	GOV-001;S002-001;S002-002	handled	not_applicable	T10/T11/T19	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-1.ts	Codex_initial_editorial_audit	2026-08-09
item:t1-s-iv2	object:t1-s-iv2	set-1	13	R-013	Take an Interview	speak	B	repair_before_pilot	high	GOV-001;S002-001;S002-002	handled	not_applicable	T10/T11/T19	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-1.ts	Codex_initial_editorial_audit	2026-08-09
item:t1-s-iv3	object:t1-s-iv3	set-1	13	R-013	Take an Interview	speak	B	repair_before_pilot	high	GOV-001;S002-001;S002-002	handled	not_applicable	T10/T11/T19	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-1.ts	Codex_initial_editorial_audit	2026-08-09
item:t1-s-iv4	object:t1-s-iv4	set-1	13	R-013	Take an Interview	speak	B	repair_before_pilot	high	GOV-001;S002-001;S002-002;REP-001	handled	not_applicable	T10/T11/T19	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-1.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw1:blank-1	object:t2-r-cw1	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw1:blank-2	object:t2-r-cw1	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw1:blank-3	object:t2-r-cw1	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw1:blank-4	object:t2-r-cw1	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw1:blank-5	object:t2-r-cw1	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw1:blank-6	object:t2-r-cw1	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw2:blank-1	object:t2-r-cw2	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw2:blank-2	object:t2-r-cw2	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw2:blank-3	object:t2-r-cw2	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw2:blank-4	object:t2-r-cw2	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw2:blank-5	object:t2-r-cw2	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-cw2:blank-6	object:t2-r-cw2	set-2	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-dl1	object:t2-r-dl1	set-2	2	R-002	Read in Daily Life	mcq	B	repair_before_pilot	high	GOV-001;ED-002	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-dl2	object:t2-r-dl2	set-2	2	R-002	Read in Daily Life	mcq	A	conserve_editorial_candidate	none	GOV-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-dl3	object:t2-r-dl3	set-2	2	R-002	Read in Daily Life	mcq	B	repair_before_pilot	high	GOV-001;ED-002	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
item:t2-r-dl4	object:t2-r-dl4	set-2	3	R-003	Read in Daily Life	mcq	B	repair_before_pilot	high	GOV-001;ED-002	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-2.ts	Codex_initial_editorial_audit	2026-08-09
