# audit_id	toefl-2026-audio-linguistic-audit
# audit_version	2026-08-09.v1
# source_manifest	docs/toefl-2026-audio-manifest-2026-08-09.tsv
# source_manifest_sha256	4982abc724898d1b85b60f9605e981c25abcd390839ca9c80630a8c6b37d9913
# technical_audit	docs/toefl-2026-audio-technical-audit-2026-08-09.tsv
# technical_audit_sha256	21c15c0f8eaa63b17ab5d17f74e9aa8678da51ca00624bae6887ab922419653f
# source_fingerprint	50b3b8d7dd04826cf625052e7910b844c305894d43b2eae5fda01f881d3d512d
# audio_fingerprint	dab2fdb8340d2dc72df4d70923985bdfd876174a922d646a3795bb39a5619842
# asr_engine	openai-whisper
# asr_release	20250625
# asr_model	small
# asr_model_sha256	9ecf779972d90ba49c06d968637d720dd632c55bbf19d441fb42bf17a411e794
# asr_settings	language=en;task=transcribe;device=cpu;fp16=false;temperature=0;beam_size=5;condition_on_previous_text=false;word_timestamps=false;threads=4
# normalization	Whisper_EnglishTextNormalizer_plus_source_speaker_label_removal
# asr_output_fingerprint	11e9a1bbc787c8b434b15958969e81f71325a231c10df82957d44d4e1df79c0e
# asr_transcript_fingerprint	ff7a24687edbbccd7b26da98bbc00ffc36bd5a33026bbae69628955af8fc6242
# canonical_contract	ASR_is_detector_only_all_canonical_transcripts_pending_human_T08
# release_contract	all_assets_blocked_not_validated
asset_id	set_id	part	task_rule	task_type	path	audio_sha256	technical_status	source_candidate_kind	source_candidate_ref	source_candidate_sha256	source_candidate_text	asr_model	asr_model_release	asr_language	asr_transcript	asr_transcript_sha256	source_normalized_sha256	asr_normalized_sha256	reference_words	asr_words	gross_wpm_descriptive	wer	substitutions	deletions	insertions	diff_summary	avg_logprob	min_segment_logprob	max_no_speech_prob	max_compression_ratio	asr_confidence_status	critical_diff_status	novel_repetition_status	spoken_length_status	linguistic_near_duplicate_status	voice_role_status	accent_status	pronunciation_status	linked_question_ids	question_key_consistency_status	manual_exchange_finding_ids	reconciliation_status	canonical_transcript	canonical_transcript_status	stressed_syllable_status	linguistic_status	human_queue_reasons	human_queue_priority	human_queue_owner	human_review_scope	technical_reuse_class	linguistic_reuse_candidate	overall_reuse_status	release_status	reviewed_at	reviewer
asset:toefl:set-5:part-12:repeat-4	set-5	12	S-001	Listen and Repeat	public/audio/toefl/set-5/repeat-4.mp3	b16e6459cb2a1b12ba9da80a2e9039bdb7694ce298750cd14aeec0b61811dff0	pass_automated_T06	targetSentence	object:t5-s-rp4.targetSentence	1240cf674d6bc3cdc8fe4fe3b8eac1ad89aa2eced05e296c8221d3499cd26c8f	The professor who taught the seminar last year has moved to another university.	openai-whisper-small	20250625	en	The professor who taught the seminar last year has moved to another university.	1240cf674d6bc3cdc8fe4fe3b8eac1ad89aa2eced05e296c8221d3499cd26c8f	96ef31cf874a4151b6830ca0890e8a3298f9a65e1e3ee4f4effe7b6ac3eab1b8	96ef31cf874a4151b6830ca0890e8a3298f9a65e1e3ee4f4effe7b6ac3eab1b8	13	13	176.471	0	0	0	0	none	-0.191997	-0.191997	0.002477	1.039474	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t5-s-rp4	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	stratified_human_confirmation	P3	T08	stratified_sample_T08	A_technical_conserve_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-5:part-12:repeat-5	set-5	12	S-001	Listen and Repeat	public/audio/toefl/set-5/repeat-5.mp3	40eb6a26ce32cecd1c61005fc1a74c6344974ea7895a055013b5f13999b26200	fail_actionable	targetSentence	object:t5-s-rp5.targetSentence	6f0df5f80c012b353b001cd154bdf9de21216805e93f8048c6ac6e77b7958de7	If the committee approves the proposal, construction of the new library will begin in the spring.	openai-whisper-small	20250625	en	If the committee approves the proposal, construction of the new library will begin in the spring.	6f0df5f80c012b353b001cd154bdf9de21216805e93f8048c6ac6e77b7958de7	43e0dd2cb29c9d229717b928cbaa4d0e0385f41b614632cb26de38314c7a02b9	43e0dd2cb29c9d229717b928cbaa4d0e0385f41b614632cb26de38314c7a02b9	16	16	186.77	0	0	0	0	none	-0.17717	-0.17717	0.00073	1.127907	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t5-s-rp5	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	TECH-T06-FAIL	P2	T08	100_percent_required_T08	B_technical_repair_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-5:listen-choose-1	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-1.mp3	e704a8e5bcd011735bf595b5f6979fe260a260c08e7daebe978a88e332c1016a	pass_automated_T06	missing				openai-whisper-small	20250625	en	Excuse me, could you tell me where the manager's office is?	4a5f4385fe5eeab68461215ce7b344e61a68f6b802dda3a6208c9c1088d279fd		115a4a57b1005017d58937eba4ac6f0a1f8598c0d4830b7feed959e8ddc198f7	0	12	198.895					no_source_candidate	-0.230956	-0.230956	0.003532	0.921875	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	asset:toefl:set-12:part-5:listen-choose-1@1.000	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-l-cr1	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001;LING-DUP-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-5:listen-choose-2	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-2.mp3	d34b7121cef26b47d239217d99d89740e33b68d5114f8bae83b651376a292558	pass_automated_T06	missing				openai-whisper-small	20250625	en	Would you like to join us for the hike this Saturday?	d2458af5347386b97502511d0bc0727eaba401cd8a79d28e0fe8d94eddcdc9c5		f371c87787680bef6b8756f5c2faea1be166fd7d1e7ad044d1333b0741208768	0	11	240.876					no_source_candidate	-0.189851	-0.189851	0.027065	0.913793	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-l-cr2	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-5:listen-choose-3	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-3.mp3	8d501527ab6be76f1a6631e2aae9c71f685cc379a3c4aa846a8250d3619eb0a2	pass_automated_T06	missing				openai-whisper-small	20250625	en	How do you usually get to campus in the morning?	8cc2239ece9e8bedc5fc2c097fccc03ce9bf21323e746db2c53f63fa845b4b51		9c01cff42ba1a7892136fe062d56d9f7768b1fea9e96288072dcd4178d719dc1	0	10	218.978					no_source_candidate	-0.247394	-0.247394	0.004413	0.857143	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-l-cr3	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-5:listen-choose-4	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-4.mp3	b5e76030f0a34d2138230a3d2c3453de13cc8ed5de8ae1bf04b32467c2be3826	fail_actionable	missing				openai-whisper-small	20250625	en	Could you give me a hand moving these into the car?	45af46d44356a1910af0b688f33adef020fa461f915b962ff623b516b413076a		479608c6d6dbd821f0cdcb7b75994a8a298ace7b2a4665ab9d09fe134f70b94f	0	11	240.876					no_source_candidate	-0.254373	-0.254373	0.005708	0.910714	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-l-cr4	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;TECH-T06-FAIL;LING-STRESS-001	P1	T08	100_percent_required_T08	B_technical_repair_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-5:listen-choose-5	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-5.mp3	4f6df4a9da59d25db06deda5c25b97c75ead26f788b01583495567e61ab35aac	pass_automated_T06	missing				openai-whisper-small	20250625	en	Did you manage to finish your essay?	f4bc211049aa7fb1869f2f6137a8af524b294ec8ab3bed5b569179e2a8fd7d38		4ba27bc13488d6bb0cd71f7b576325a617768dbb1ae8badf373339738fee28fd	0	7	192.661					no_source_candidate	-0.245877	-0.245877	0.006009	0.857143	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-l-cr5	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-6:conversation	set-6	6	L-002	Listen to a Conversation	public/audio/toefl/set-6/conversation.mp3	01a0ed0a7a5b97ea6e6ab58dd004f2e2582e10333e028174fb5f6d7b125e9038	pass_with_actionable_warning	section.transcript	section:set-6:part-6.transcript	575c851d021828403108e5760eca59401be882d9ba4392320ca630e8e7047f69	STUDENT: Excuse me, Professor Han, do you have a minute? I wanted to ask about the research essay.\n\nPROFESSOR: Of course, come in. What's on your mind?\n\nSTUDENT: Well, I chose to write about renewable energy, but the topic feels too broad. Every source I find covers something different — solar, wind, policy, costs. I'm not sure how to focus it.\n\nPROFESSOR: That's a very common problem, and honestly, recognizing it is half the battle. A good research essay usually answers one specific question, not a whole field. So instead of "renewable energy," what if you asked something like, "Why has solar power become cheaper than coal in the last decade?"\n\nSTUDENT: Oh, that's much more manageable. So I should narrow it to one question first, and then find sources that speak to that question?\n\nPROFESSOR: Exactly. And don't be afraid to leave things out. If a source is interesting but doesn't help answer your question, it doesn't belong in the essay. That's the hardest lesson for most students.\n\nSTUDENT: That makes sense. Should I email you my question once I've decided?\n\nPROFESSOR: Please do. I'm happy to give you feedback before you start writing — that's the best time to catch a topic that's still too wide.	openai-whisper-small	20250625	en	Excuse me, Professor Hahn. Do you have a minute? I wanted to ask about the research essay. Of course. Come in. What's on your mind? Well, I chose to write about renewable energy, but the topic feels too broad. Every source I find covers something different. Solar, wind, policy, costs. I'm not sure how to focus it. That's a very common problem, and honestly, recognizing it is half the battle. A good research essay usually answers one specific question, not a whole field. So instead of renewable energy, what if you ask something like, why has solar power become cheaper than coal in the last decade? Oh, that's much more manageable. So I should narrow it to one question first, and then find sources that speak to that question. Exactly. And don't be afraid to leave things out. If a source is interesting, but doesn't help answer your question, it doesn't belong in the essay. That's the hardest lesson for most students. That makes sense. Should I email you my question once I've decided? Please do. I'm happy to give you feedback before you start writing. That's the best time to catch a topic that's still too wide.	86c1fa30a11acc3d85d8c2a7508784808fe394b1170f04344220cdd1dcb33e59	5f09f93afdfcbb40f9199fc01e7028c77c2843ee6f66b3d64a2f9b68bc26967c	ee07bf6a20a8795c057fe013aae1ce599417ff03460d21f49b09f0581bd6afb7	210	210	173.458	0.009524	2	0	0	S:han→hahn | S:asked→ask	-0.099387	-0.122408	0.040426	1.57197	pass_model_signal	critical_token_diff	none_detected	exceeds_intermediate_35_100_word_reference	none_detected_at_0.88	source_multi_role_labels_diarization_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-l-cv1;t6-l-cv2;t6-l-cv3;t6-l-cv4	source_contract_preserved_subject_to_T08	none	source_material_diff_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	LING-DIFF-001;LING-CRIT-001;LING-LEN-001	P1	T08	100_percent_required_T08_T15	A_technical_conserve_candidate	C_linguistic_segment_or_reframe_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-7:announcement	set-6	7	L-003	Listen to an Announcement	public/audio/toefl/set-6/announcement.mp3	6b980c483841cfe1e5b9a15bc82df4d1b346bc246d943e51a4c058576122811f	pass_automated_T06	section.transcript	section:set-6:part-7.transcript	8984773404a7158aef5588ad26ddc424236a5e35afee0bee2241b015ba3d0c80	Attention, students. This is a reminder from the Student Activities Office. The annual Club Fair will take place this Friday from eleven a.m. to three p.m. on the main quad. More than forty student clubs will have tables where you can learn about their activities and sign up to join.\n\nThis year, we've added a new feature: a "quiet room" in the student center for anyone who prefers a calmer space to talk with club representatives one on one. If the weather is bad, the entire fair will move indoors to the gymnasium — check your email that morning for confirmation. Free refreshments will be available while supplies last. We hope to see you there, and remember: joining a club is one of the best ways to make friends and build your résumé.	openai-whisper-small	20250625	en	Attention students! This is a reminder from the Student Activities Office. The annual club fair will take place this Friday from 11am to 3pm on the main quad. More than 40 student clubs will have tables where you can learn about their activities and sign up to join. This year, we've added a new feature, a quiet room in the Student Center for anyone who prefers a commerce space to talk with club representatives one-on-one. If the weather is bad, the entire fair will move indoors to the the gymnasium, check your email that morning for confirmation. Free refreshments will be available while supplies last. We hope to see you there, and remember, joining a club is one of the best ways to make friends and build your resume.	d2973ada75df96e1043cdc0e79146b6958446d2723c747170e54739da8f45260	47be0a09c34f10b6a8dd7fe8c4767821990a97055a40a45c6c733469035f85b8	c91d699777336b23a564999ee30a6fc49c02a7dfd0de99f774785c5ca858bd1e	135	134	194.297	0.044444	3	2	1	D:a | S:m→am | D:p | S:m→pm | S:calmer→commerce | I:the	-0.115027	-0.138596	0.05496	1.603279	pass_model_signal	critical_token_diff	none_detected	exceeds_intermediate_35_100_word_reference	none_detected_at_0.88	source_single_role_or_implicit_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-l-an1;t6-l-an2;t6-l-an3	source_contract_preserved_subject_to_T08	none	source_material_diff_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	LING-DIFF-001;LING-CRIT-001;LING-LEN-001	P1	T08	100_percent_required_T08_T15	A_technical_conserve_candidate	C_linguistic_segment_or_reframe_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-8:academic-talk	set-6	8	L-004	Listen to an Academic Talk	public/audio/toefl/set-6/academic-talk.mp3	201d6ce28bc9dcebcbd83e753863c4512fc3aeca42fe86b3cbfcd4117cbaf203	fail_actionable	section.transcript	section:set-6:part-8.transcript	657e7526efd90880be1a237744e119f7a8f0de9781e52e798042bc768a97ac99	PROFESSOR: Let's talk about why we forget things — and I want to start by challenging an assumption. Most people think forgetting is simply a failure of memory, like a leak in a bucket. But many psychologists now argue that forgetting is actually a useful feature, not a bug.\n\nConsider what would happen if you remembered everything — every phone number you ever dialed, every route you ever walked, every conversation word for word. That sounds powerful, but it would be paralyzing. Your brain would be cluttered with outdated and irrelevant information. When you needed to recall where you parked your car today, you'd have to sift through the memory of where you parked it every previous day. Forgetting old, unused information actually helps you retrieve what's currently relevant.\n\nThere's a well-known case study of a man who could not forget — he remembered essentially everything he experienced. You might expect him to be a genius, but in fact he struggled. He found it hard to think abstractly or to see the general pattern behind specific details, because every detail remained equally vivid. The forest was lost in the trees.\n\nSo how does the brain decide what to keep? One key factor is use. Memories that are retrieved and used are strengthened, while those that go unused gradually weaken. This is sometimes described as "use it or lose it." Another factor is emotional significance — we tend to retain memories tied to strong emotions. From an evolutionary standpoint, this makes sense: remembering a dangerous situation could save your life, while remembering what you had for lunch three Tuesdays ago rarely matters.\n\nThe takeaway is that a healthy memory isn't one that holds on to everything. It's one that efficiently keeps what's useful and lets go of what isn't.	openai-whisper-small	20250625	en	Let's talk about why we forget things. And I want to start by challenging an assumption. Most people think forgetting is simply a failure of memory, like a leak in a bucket. But many psychologists now argue that forgetting is actually a useful feature, not a bug. Consider what would happen if you remembered everything, every phone number you ever dialed, every route you ever walked, every conversation, word for word. That sounds powerful, but it would be paralyzing. Your brain would be cluttered with outdated and irrelevant information. When you needed to recall where you parked your car today, you'd have to sift through the memory of where you parked it every previous day. Forgetting old, unused information actually helps you retrieve what's currently relevant. There's a well-known case study a man who could not forget. He remembered essentially everything he experienced. You might expect him to be a genius, but in fact, he struggled. He found it hard to think abstractly, or to see the general pattern behind specific details, because every detail remained equally vivid. The forest was lost in the trees. So how does the brain decide what to keep? One key factor is use. Memories that are retrieved and used are strengthened, while those that go unused gradually weaken. This is sometimes described as use it or lose it. Another factor is emotional significance. We tend to retain memories tied to strong emotions. From an evolutionary standpoint, this makes sense. Remembering a dangerous situation could save your life, while remembering what you had for lunch three Tuesdays ago rarely matters. The takeaway is that a healthy memory isn't one that holds on to everything. It's one that efficiently keeps what's useful and lets go of what isn't.	31993fe18c486578451c8d3d3e4696ad58ce55c78a9691704e1445cda1a195be	07405d6f4389f369f383b59f106f709cecc9101ec51eeb1639d4290dfb346244	23519a0e1833c0532376693a553c74f5ac151bcd15d7b315696f2cec560b7167	302	301	137.297	0.003311	0	1	0	D:of	-0.096061	-0.132211	0.31912	1.632812	pass_model_signal	none_detected	none_detected	exceeds_extended_250_word_reference	none_detected_at_0.88	source_single_role_or_implicit_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-l-at1;t6-l-at2;t6-l-at3;t6-l-at4;t6-l-at5	source_contract_preserved_subject_to_T08	none	source_minor_diff_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	LING-DIFF-001;TECH-T06-FAIL;LING-LEN-002	P1	T08	100_percent_required_T08_T15	B_technical_repair_candidate	C_linguistic_segment_or_reframe_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-12:repeat-1	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-1.mp3	39d848e5118fde285e8629691447293e60c5e2899ffec1d3a47b2a663370e981	pass_automated_T06	targetSentence	object:t6-s-rp1.targetSentence	9c2c5ad77eb955ab881940c886d58b42e664a66a9a562f0a9d61cf4f95c3597b	The store opens at eight.	openai-whisper-small	20250625	en	The store opens at 8.	f09dd89f605b66bac32fde9072b86c4220688903ec7c79fcc4e04735cc0f5388	89ccc774e9cb4a30cac79313f9b8953261c5c8eda011be51776627856096cb53	89ccc774e9cb4a30cac79313f9b8953261c5c8eda011be51776627856096cb53	5	5	148.515	0	0	0	0	none	-0.412604	-0.412604	0.01158	0.724138	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-s-rp1	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	stratified_human_confirmation	P3	T08	stratified_sample_T08	A_technical_conserve_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-12:repeat-2	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-2.mp3	9a4f465ff022b68848cb9d1b9cb856946b1b4fefe8fa30ff22aa05d7d8fab7ef	fail_actionable	targetSentence	object:t6-s-rp2.targetSentence	e35460be7aae46133129ac3a3fd596cc49dc3b5bf05e3c639c952a7eed29c265	We missed the bus, so we walked to class.	openai-whisper-small	20250625	en	We missed the bus, so we walked to class.	e35460be7aae46133129ac3a3fd596cc49dc3b5bf05e3c639c952a7eed29c265	780665eee555a55eeb1db92ef2192c53f537f96f988d41c7085a428d3d717dc7	780665eee555a55eeb1db92ef2192c53f537f96f988d41c7085a428d3d717dc7	9	9	191.489	0	0	0	0	none	-0.371476	-0.371476	0.005139	0.87234	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-s-rp2	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	TECH-T06-FAIL	P2	T08	100_percent_required_T08	B_technical_repair_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-12:repeat-3	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-3.mp3	7f5454c21741fbafdef8267e3a35b239229c20311943d17ac7301ede4cd13e79	pass_automated_T06	targetSentence	object:t6-s-rp3.targetSentence	6e827c2f399402c3656e901526bffe922b09419dc22368d06eaf4ad638b60a34	The scientists collected samples from three different rivers.	openai-whisper-small	20250625	en	The scientists collected samples from three different rivers.	6e827c2f399402c3656e901526bffe922b09419dc22368d06eaf4ad638b60a34	bded0f432621d693b58bbd087d2661525d29a6bdb8d8ea1abeed6d217662dbb8	bded0f432621d693b58bbd087d2661525d29a6bdb8d8ea1abeed6d217662dbb8	8	8	126.984	0	0	0	0	none	-0.315044	-0.315044	0.003189	0.968254	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-s-rp3	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	stratified_human_confirmation	P3	T08	stratified_sample_T08	A_technical_conserve_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-12:repeat-4	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-4.mp3	bc54c2439238b6e454b1d25bb4cf7e76e9c9a4676468218e6cc48839c39f2106	fail_actionable	targetSentence	object:t6-s-rp4.targetSentence	c0427e301d06a7e0f6df355e04e174bdfdd80ee596402c6e9200eeb8c1d84f41	The novel that we read for class was translated from Portuguese.	openai-whisper-small	20250625	en	The novel that we read for class was translated from Portuguese.	c0427e301d06a7e0f6df355e04e174bdfdd80ee596402c6e9200eeb8c1d84f41	154e86a5ee90ea4b3b3c689b47511388a69beb597afb4689632222d6dc5dd602	154e86a5ee90ea4b3b3c689b47511388a69beb597afb4689632222d6dc5dd602	11	11	152.074	0	0	0	0	none	-0.248927	-0.248927	0.014206	0.955224	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-s-rp4	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	TECH-T06-FAIL	P2	T08	100_percent_required_T08	B_technical_repair_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-6:part-12:repeat-5	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-5.mp3	2b1642005390dcb937f1c3de76155da8f93c48890538eb6508046968c66773e6	pass_automated_T06	targetSentence	object:t6-s-rp5.targetSentence	eae322315493aa3223b4a74c1be3b1a1c97815e484607d12d4223f169a03164a	Before the museum opened to the public, the paintings were carefully restored by experts.	openai-whisper-small	20250625	en	Before the museum opened to the public, the paintings were carefully restored by experts.	eae322315493aa3223b4a74c1be3b1a1c97815e484607d12d4223f169a03164a	5e0732d0faf7ac0049e0497f927c54efea21da2c16a8eecaa28359e5879433e5	5e0732d0faf7ac0049e0497f927c54efea21da2c16a8eecaa28359e5879433e5	14	14	151.625	0	0	0	0	none	-0.162816	-0.162816	0.001517	1.098765	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t6-s-rp5	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	stratified_human_confirmation	P3	T08	stratified_sample_T08	A_technical_conserve_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-7:part-5:listen-choose-1	set-7	5	L-001	Listen and Choose a Response	public/audio/toefl/set-7/listen-choose-1.mp3	e2a75b24dee975b76a2ea061a4bc3401dc73a4709ffb6702f4e4f74beacfd947	pass_automated_T06	missing				openai-whisper-small	20250625	en	What time works best for you to meet for lunch tomorrow?	68f328fe5404b5b0cff260307324cd4117c73b28871b01b7565d8d1997afb68a		a2d6857988acd33168f25e641217355eb5bf265f64b419672c52649664f9e265	0	11	215.686					no_source_candidate	-0.201024	-0.201024	0.005979	0.965517	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t7-l-cr1	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
