check_id	lane	object_id	blank_id	precondition	action_or_input	expected_observation	expected_outcome	expected_score	automation_level	evidence_status	blocking	owner	source_reference	notes
T12-FACT-001	factual	object:t1-r-cw2-v3	na	nasa_and_noaa_sources_available	review_two_changed_claims	plasma_and_limited_life_claim_supported	not_applicable	na	documentary_external	verified_2026-08-13	no	content_editor	https://science.nasa.gov/sun/facts/|https://www.noaa.gov/jetstream/layers-of-sun	independent_reviewer_still_required
T12-REPO-001	repository	object:t1-r-cw2-v3	na	isolated_worktree	inspect_git_status	no_ielts_paths_modified_by_t12	not_applicable	na	documentary_static	verified_2026-08-13	no	repository_reviewer	docs/OPERACION-REPOSITORIO.md	worktree_isolated_from_dirty_main_workspace
T12-REPO-002	repository	object:t1-r-cw2-v3	na	audio_deferred	inspect_targeted_diff	no_mp3_manifest_or_audio_pipeline_change	not_applicable	na	documentary_static	verified_2026-08-13	no	audio_reviewer	docs/toefl-2026-alignment-loop.md	audio_not_applicable_to_ctw
T12-REPO-003	repository	object:t1-r-cw2-v3	na	code_not_authorized	inspect_product_diff	no_product_data_renderer_scorer_or_report_change	not_applicable	na	documentary_static	verified_2026-08-13	yes	repository_reviewer	docs/toefl-2026-alignment-loop.md	gate_cannot_close_without_authorized_implementation
T12-DATA-007	data_identity	object:t1-r-cw2-v3	na	candidate_implemented	calculate_runtime_candidate_hash	implemented_candidate_sha256_cebce2395c03dc360098a045f97ec560d865ca2aee49bf20da504221380a8a3e	not_applicable	na	unit_future	pending_runtime	yes	engineering	docs/toefl-2026-ctw-set1-publication-attestation-2026-08-13.md	new_hash_requires_new_version_and_review
T12-SCORE-007	scoring	object:t1-r-cw2-v3	all	one_presented_item_invalidated	close_block	invalidated_visible_and_excluded_from_performance_denominator	invalidated	na	unit_future	pending_runtime	yes	engineering	docs/toefl-2026-data-render-scoring-contract-2026-08-09.md	invalidated_never_becomes_wrong
T12-SCORE-008	scoring	object:t1-r-cw2-v3	all	auto_evaluable_item_returns_pending_or_not_evaluated	reconcile_block	configuration_error_blocks_result_and_names_item	invalidated	na	unit_future	pending_runtime	yes	engineering	docs/toefl-2026-data-render-scoring-contract-2026-08-09.md	fail_closed_on_impossible_outcome
T12-PERSIST-001	persistence	object:t1-r-cw2-v3	all	five_answers_entered	navigate_next_then_back	same_values_item_ids_and_focus_context_restored	not_applicable	na	e2e_future	pending_runtime	yes	engineering	docs/toefl-2026-time-navigation-contract-2026-08-09.md	no_index_only_identity
T12-PERSIST-002	persistence	object:t1-r-cw2-v3	all	active_local_attempt_with_answers	reload_same_session	answers_and_attempt_snapshot_restore_or_expiry_is_explicit_before_loss	not_applicable	na	e2e_future	pending_runtime	yes	engineering	docs/toefl-2026-attempt-privacy-scoring-contract-2026-08-09.md	no_silent_false_saved_state
T12-PERSIST-003	persistence	object:t1-r-cw2-v3	all	block_ready_to_close	submit_same_close_twice	one_close_transition_one_outcome_per_item_same_result	idempotent	na	unit_and_e2e_future	pending_runtime	yes	engineering	docs/toefl-2026-attempt-privacy-scoring-contract-2026-08-09.md	duplicate_request_cannot_duplicate_score
T12-PERSIST-004	persistence	object:t1-r-cw2-v3	all	closed_attempt_exists	start_second_attempt	new_attempt_and_response_ids_previous_snapshot_immutable	not_applicable	na	integration_future	pending_runtime	yes	engineering	docs/toefl-2026-attempt-privacy-scoring-contract-2026-08-09.md	attempts_never_overwrite
T12-PERSIST-005	persistence	object:t1-r-cw2-v3	all	anonymous_practice_without_explicit_save	close_or_leave_route	no_server_persistence_and_local_scope_is_disclosed	not_applicable	na	integration_and_e2e_future	pending_runtime	yes	privacy_reviewer	docs/toefl-2026-attempt-privacy-scoring-contract-2026-08-09.md	practice_a_b_may_remain_local
T12-SEC-001	security	object:t1-r-cw2-v3	all	assessment_mode_before_block_close	inspect_network_and_client_state	canonical_words_missing_letters_and_explanations_not_exposed_to_learner_client	not_applicable	na	integration_and_e2e_future	pending_runtime	yes	security_reviewer	docs/toefl-2026-data-render-scoring-contract-2026-08-09.md	practice_feedback_path_must_be_separate
T12-SEC-002	security	object:t1-r-cw2-v3	all	validation_or_technical_error_triggered	inspect_console_network_logs_and_analytics	no_raw_response_prompt_key_pii_or_secret_in_logs	not_applicable	na	integration_and_e2e_future	pending_runtime	yes	security_reviewer	docs/toefl-2026-attempt-privacy-scoring-contract-2026-08-09.md	redaction_required
T12-UI-008	ui_accessibility	object:t1-r-cw2-v3	all	return_to_partially_answered_block	navigate_back_or_restore	focus_returns_to_last_active_blank_or_canonical_heading	not_applicable	na	e2e_and_human_future	pending_runtime	yes	accessibility_reviewer	docs/toefl-2026-time-navigation-contract-2026-08-09.md	focus_policy_is_deterministic
T12-UI-009	ui_accessibility	object:t1-r-cw2-v3	all	screen_reader_enabled	read_and_complete_task	passage_prefix_missing_length_input_status_and_error_are_comprehensible	not_applicable	na	human_future	pending_runtime	yes	accessibility_reviewer	docs/toefl-2026-complete-the-words-pilot-audit-2026-08-09.md	manual_review_required
T12-UI-010	ui_accessibility	object:t1-r-cw2-v3	all	dark_mode_and_reduced_motion_enabled	complete_and_close_task	focus_text_error_and_result_remain_visible_without_required_motion	not_applicable	na	e2e_and_human_future	pending_runtime	yes	accessibility_reviewer	docs/toefl-2026-complete-the-words-pilot-audit-2026-08-09.md	both_preferences_required
T12-SURFACE-001	surface_claim	object:t1-r-cw2-v3	all	public_ctw_route_loaded	inspect_primary_task	candidate_76_word_text_and_exactly_10_missing_letter_inputs_are_primary_interaction	not_applicable	na	e2e_future	pending_runtime	yes	product	docs/toefl-2026-complete-the-words-pilot-audit-2026-08-09.md	static_mcq_page_cannot_remain_ctw_claim
T12-SURFACE-002	surface_claim	object:t1-r-cw2-v3	all	legacy_16_mcq_inventory_pinned	inspect_reclassified_learning_route	16_ids_and_content_preserved_under_honest_practice_a_contextual_word_choice_label	not_applicable	na	data_and_e2e_future	pending_runtime	yes	content_editor	docs/toefl-2026-complete-the-words-learning-surface-audit-2026-08-09.tsv	preserve_do_not_delete_or_mislabel
T12-SURFACE-003	surface_claim	object:t1-r-cw2-v3	all	public_ctw_route_initial_paint	inspect_dom_and_accessibility_tree	no_correct_style_answer_key_or_explanation_before_normative_close	not_applicable	na	e2e_future	pending_runtime	yes	product	docs/toefl-2026-complete-the-words-pilot-audit-2026-08-09.md	initial_answer_revelation_forbidden
T12-SURFACE-004	surface_claim	object:t1-r-cw2-v3	all	public_ctw_route_implemented	inspect_title_metadata_canonical_faq_jsonld_and_visible_copy	all_surfaces_describe_missing_letter_ctw_interaction_consistently	not_applicable	na	static_and_e2e_future	pending_runtime	yes	product	src/data/practica-exams/seo-catalog.ts	current_word_choice_claim_must_change
T12-SURFACE-005	surface_claim	object:t1-r-cw2-v3	all	practice_result_and_entry_visible	inspect_disclosure	welearn_partial_fixed_practice_nonofficial_no_adaptive_or_score_equivalence_claim	not_applicable	na	e2e_and_human_future	pending_runtime	yes	product	docs/toefl-2026-fidelity-and-disclosure-contract.md	label_level_a_until_higher_gate
T12-REPO-004	repository	object:t1-r-cw2-v3	na	current_baseline_available	calculate_targeted_hashes	four_pinned_toefl_sources_match_and_ctw_seo_object_sha256_109ff1a05cbffc74c6925f089ff95a9146c0530abf889ebc87499a49de3454e6	not_applicable	na	documentary_static	verified_2026-08-13	no	repository_reviewer	docs/toefl-2026-alignment-loop.md	shared_seo_full_file_old_hash_not_reproducible_use_target_object_hash
T12-REPO-005	repository	object:t1-r-cw2-v3	na	authorized_implementation_complete	inspect_targeted_diff_and_hash_manifest	only_t12_authorized_paths_change_original_source_legacy_mcq_audio_and_ielts_preserved	not_applicable	na	documentary_and_ci_future	pending_runtime	yes	repository_reviewer	docs/OPERACION-REPOSITORIO.md	fail_on_scope_expansion_or_unadjudicated_hash_change
T12-REPO-006	repository	object:t1-r-cw2-v3	na	code_authorization_granted	create_branch_from_updated_canonical_main_and_import_only_toefl_evidence	implementation_branch_has_no_archive_only_sources_and_reconciles_current_toefl_hashes	not_applicable	na	repository_future	pending_runtime	yes	repository_reviewer	docs/OPERACION-REPOSITORIO.md	temporary_archive_worktree_is_documentation_only_never_integration_base
