# audit_id	toefl-2026-audio-technical-audit
# audit_version	2026-08-09.v1
# source_manifest	docs/toefl-2026-audio-manifest-2026-08-09.tsv
# source_manifest_sha256	4982abc724898d1b85b60f9605e981c25abcd390839ca9c80630a8c6b37d9913
# audio_fingerprint	dab2fdb8340d2dc72df4d70923985bdfd876174a922d646a3795bb39a5619842
# measurement_tool	FFmpeg_FFprobe_8.1.1
# loudness_contract	internal_-16_LUFS_plus_minus_2.5_not_ETS_requirement
# true_peak_contract	fail_above_0_dBTP_warn_above_minus_1_dBTP
# silence_contract	fail_leading_over_350ms_or_trailing_over_600ms_warn_internal_over_1600ms
# duplicate_contract	unique_MP3_and_PCM_hash_plus_wave_corr_over_0.98_and_envelope_corr_over_0.995
# duplicate_scan_top_pair	asset:toefl:set-5:part-5:listen-choose-3;asset:toefl:set-11:part-5:listen-choose-2
# duplicate_scan_top_wave_corr	0.18783
# duplicate_scan_top_envelope_corr	0.96785
# browser_contract	260_of_260_Chromium_AudioContext_decode_and_muted_HTMLAudio_playback_pass
# reuse_contract	technical_class_only_overall_class_pending_T07_T08
asset_id	set_id	part	task_rule	task_type	path	manifest_sha256	measured_sha256	manifest_bytes	measured_bytes	manifest_duration_ms	measured_duration_ms	codec	sample_rate_hz	channels	channel_layout	bitrate_bps	metadata_status	decode_status	decoder_warning	pcm_sha256	sample_count	sample_peak_dbfs	clipped_sample_count	dc_offset_dbfs	max_sample_delta_dbfs	integrated_lufs	loudness_range_lu	true_peak_dbtp	leading_silence_ms	trailing_silence_ms	max_internal_silence_ms	short_audible_fragment_count	hard_ending_status	near_duplicate_status	browser_status	fail_findings	warning_findings	technical_status	technical_reuse_class	action	owner	overall_reuse_status	release_status	reviewed_at	reviewer
asset:toefl:set-1:part-12:repeat-3	set-1	12	S-001	Listen and Repeat	public/audio/toefl/set-1/repeat-3.mp3	02d1281e5aa876826ad9c3ec8282bf9fc54a177aa37aed508b93d632a588a61d	02d1281e5aa876826ad9c3ec8282bf9fc54a177aa37aed508b93d632a588a61d	28674	28674	3520	3520	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	ff3c3c694da04b5d6793c755ce820e9a2cd7f67b61b06eb1c92a138de3515e87	155232	-1.81	0	-61.159	-19.236	-14.96	0.4	-1.79	70	70	140	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-1:part-12:repeat-4	set-1	12	S-001	Listen and Repeat	public/audio/toefl/set-1/repeat-4.mp3	fab7ba04db4eb61b6ae8c47238935eb509fb6cb2b7bba7109b71768c300b5954	fab7ba04db4eb61b6ae8c47238935eb509fb6cb2b7bba7109b71768c300b5954	27420	27420	3360	3360	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	49c5c39a49bc6ed00a50295ba7e46f0684b61cad06adcd9899218cf0c4e24c9a	148176	-0.204	0	-62.819	-14.538	-14.01	0.3	-0.21	80	70	60	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-PEAK-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-1:part-12:repeat-5	set-1	12	S-001	Listen and Repeat	public/audio/toefl/set-1/repeat-5.mp3	528f7c97b9c2922e15a4b78bd1b78be063ec349fa615ab82ef452ced173484d0	528f7c97b9c2922e15a4b78bd1b78be063ec349fa615ab82ef452ced173484d0	37033	37033	4560	4560	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	c5d08e4813ef483bf51707c3cab25b8a9eb81dc1d768cb245fa7b8fb57ea6fa8	201096	-1.096	0	-64.599	-16.815	-16.89	1.1	-1.06	90	0	190	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-5:listen-choose-1	set-2	5	L-001	Listen and Choose a Response	public/audio/toefl/set-2/listen-choose-1.mp3	d9fd61a586887ea4c546b12880cd9860eff1735e47eb7cddc3adf1a56053d863	d9fd61a586887ea4c546b12880cd9860eff1735e47eb7cddc3adf1a56053d863	23031	23031	2820	2820	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	4820422362f9d44aa1fdcc66d8142118ecfa7df0021928bce81ac60dbc39397b	124362	-2.401	0	-80.658	-12.846	-14.57	0	-2.4	120	500	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-5:listen-choose-2	set-2	5	L-001	Listen and Choose a Response	public/audio/toefl/set-2/listen-choose-2.mp3	69cf115e4ff99383c423c7f6bb380110b9149f32a9380bf49c44f2cd604203f7	69cf115e4ff99383c423c7f6bb380110b9149f32a9380bf49c44f2cd604203f7	28256	28256	3460	3460	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	34dec040dafb8df261a05a5d5c51512002c3e5d503755e652730cdd1b36415c9	152586	-1.163	0	-63.128	-17.394	-13.87	1.1	-1.15	110	540	30	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-LDN-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-5:listen-choose-3	set-2	5	L-001	Listen and Choose a Response	public/audio/toefl/set-2/listen-choose-3.mp3	c16d10b8076bfee5899154435f422d5b3dd27a5e143a548828ecc1de613b2462	c16d10b8076bfee5899154435f422d5b3dd27a5e143a548828ecc1de613b2462	18016	18016	2180	2180	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	877c33bd30e11e503af8c622e32af8fc0436f82618e8b2f400fce58738acbe0a	96138	-1.284	0	-65.276	-17.671	-15.36	0	-1.28	40	500	30	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-5:listen-choose-4	set-2	5	L-001	Listen and Choose a Response	public/audio/toefl/set-2/listen-choose-4.mp3	d219aee6ac206599216dc50bb76ffd7219070fef6c63d99a5dbcacf83ce8b652	d219aee6ac206599216dc50bb76ffd7219070fef6c63d99a5dbcacf83ce8b652	29510	29510	3620	3620	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	ff5b50068d076467852c5d813f28e6c0f12eee77dd0a0cf827d0e51cd639ba6d	159642	-0.69	0	-61.945	-17.324	-13.97	1.2	-0.66	0	500	180	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-LDN-003;TECH-PEAK-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-5:listen-choose-5	set-2	5	L-001	Listen and Choose a Response	public/audio/toefl/set-2/listen-choose-5.mp3	66ef7eaddff6f90b8dc91cc87272dbfb14c1fd4b7d31c22c83b54c73b7639bb3	66ef7eaddff6f90b8dc91cc87272dbfb14c1fd4b7d31c22c83b54c73b7639bb3	27002	27002	3300	3300	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	f1a68fdb09a3563c3d71602edb53622be34057b2bd83faa3640bdba3af241c4c	145530	-1.446	0	-58.896	-15.021	-15.27	0.9	-1.44	50	500	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-6:conversation	set-2	6	L-002	Listen to a Conversation	public/audio/toefl/set-2/conversation.mp3	3f66fa0793a1a025aef50df37fd73f5bfaab9084966e2c2d02bf2efc43d77a20	3f66fa0793a1a025aef50df37fd73f5bfaab9084966e2c2d02bf2efc43d77a20	693229	693229	86580	86580	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	7e848fd2dc50dcc305d58287d62d13b333c140cf26c2a22d0cd0883817d2ae53	3818178	-1.151	0	-68.765	-11.787	-16.68	5.5	-1.1	50	500	1030	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-7:announcement	set-2	7	L-003	Listen to an Announcement	public/audio/toefl/set-2/announcement.mp3	33012af8b9274a7b2c31df0c699dafb0fe38e71d6b02f6a1ad450298366893e0	33012af8b9274a7b2c31df0c699dafb0fe38e71d6b02f6a1ad450298366893e0	418003	418003	52180	52180	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	8fe65c0c8e1581b24245f977a7a21bb423368bcf10085cae145f9c3746beae4f	2301138	-1.339	0	-65.631	-12.497	-15.52	1.8	-1.32	70	510	160	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-8:academic-talk	set-2	8	L-004	Listen to an Academic Talk	public/audio/toefl/set-2/academic-talk.mp3	2abaea77d843663493e5aad9e2fcc24d836596f6970b553380d0e60290a6492a	2abaea77d843663493e5aad9e2fcc24d836596f6970b553380d0e60290a6492a	1150267	1150267	143701	143701	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	540dc73c0c465af25f2aef9c8462c7c6fedc4fb383e17409cc61790f36d04d49	6337199	-1.34	0	-66.797	-12.91	-18.23	2.9	-1.33	40	530	1060	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-LDN-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-12:repeat-1	set-2	12	S-001	Listen and Repeat	public/audio/toefl/set-2/repeat-1.mp3	757d57e54e6d519296657ca579ee14bbb6250c425ee1bd76e491dca731b37619	757d57e54e6d519296657ca579ee14bbb6250c425ee1bd76e491dca731b37619	16762	16762	2020	2020	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	10e5a95a412d74c45ca70f9089fff7f3d2a6411f1d61b5f51b18e2f1b4a978a8	89082	-1.158	0	-65.344	-18.662	-13.35	0	-1.16	90	570	20	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-LDN-002	none	fail_actionable	B_technical_repair_candidate	measure_gain_create_versioned_normalized_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-12:repeat-2	set-2	12	S-001	Listen and Repeat	public/audio/toefl/set-2/repeat-2.mp3	6c53cef42b966dd2ba3e12001fd14b3c9ee1a112dd7aeeef02ed4729e0f24c07	6c53cef42b966dd2ba3e12001fd14b3c9ee1a112dd7aeeef02ed4729e0f24c07	23867	23867	2901	2901	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	afa8a443f0c4448376268563dfc25ab2287cf6a177ff3df90a9f076b44894d70	127919	-1.212	0	-62.959	-18.923	-12.85	0	-1.21	150	510	90	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-LDN-002	none	fail_actionable	B_technical_repair_candidate	measure_gain_create_versioned_normalized_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-12:repeat-3	set-2	12	S-001	Listen and Repeat	public/audio/toefl/set-2/repeat-3.mp3	6d90fcd5d270277452675783843f7ef0f243abcf004f1fe03453cb994884c8ef	6d90fcd5d270277452675783843f7ef0f243abcf004f1fe03453cb994884c8ef	30764	30764	3780	3780	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	e353202270e0d1a1ff1a0d62723eb5784ad965ff7d53f98ca9d9708590c58412	166698	-0.956	0	-63.72	-18.823	-15.64	2.4	-0.95	40	540	50	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-PEAK-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-12:repeat-4	set-2	12	S-001	Listen and Repeat	public/audio/toefl/set-2/repeat-4.mp3	6995e51b473dabba0e1ecf9d65b9d315f152d3778ab1da5299fd7699fb11f4bb	6995e51b473dabba0e1ecf9d65b9d315f152d3778ab1da5299fd7699fb11f4bb	39123	39123	4820	4820	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	737ece6b0877368fb1cce9e1cc56647cf380d25731fef65b966e508466312fb7	212562	-1.336	0	-63.792	-17.806	-13.87	2	-1.33	70	500	200	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-LDN-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-2:part-12:repeat-5	set-2	12	S-001	Listen and Repeat	public/audio/toefl/set-2/repeat-5.mp3	7512f0c7100710937157c477e686e4ac728ac455d6b2d3a237f73e237b503c44	7512f0c7100710937157c477e686e4ac728ac455d6b2d3a237f73e237b503c44	42257	42257	5220	5220	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	cf2a84249306f762103d10532a7fb6d705905ddc06fa9c10780d94f73a5cda3b	230202	-0.797	0	-64.072	-16.819	-14.6	1.9	-0.8	80	500	140	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-PEAK-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-3:part-5:listen-choose-1	set-3	5	L-001	Listen and Choose a Response	public/audio/toefl/set-3/listen-choose-1.mp3	0ad66b726fc0fbe22e4121bdbcd8fc9ddef1c186dfae46af153e32e7b56469aa	0ad66b726fc0fbe22e4121bdbcd8fc9ddef1c186dfae46af153e32e7b56469aa	26375	26375	3220	3220	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	97564dfcff35f0983ebd6f1115e8d0ba8cec02fd5c402a94bc6a47ff245273dc	142002	-1.057	0	-69.105	-12.133	-14.36	0.3	-1.06	0	510	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-3:part-5:listen-choose-2	set-3	5	L-001	Listen and Choose a Response	public/audio/toefl/set-3/listen-choose-2.mp3	b3ceb9e000eb718e20cb443c9ee32aef6d711dcc4d782d0e8f5182bb5c193f0e	b3ceb9e000eb718e20cb443c9ee32aef6d711dcc4d782d0e8f5182bb5c193f0e	33271	33271	4100	4100	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	3a000d0ce66db6e3865798ab468e48fcb443ac96db0dbb698102add5bb8f1ec3	180810	-1.829	0	-61.052	-19.82	-15.15	1.4	-1.83	80	500	360	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-3:part-5:listen-choose-3	set-3	5	L-001	Listen and Choose a Response	public/audio/toefl/set-3/listen-choose-3.mp3	8e4d20134fc31874a6c6fb400af9892829aa66f7499cb47fbb70166399aec9e4	8e4d20134fc31874a6c6fb400af9892829aa66f7499cb47fbb70166399aec9e4	24494	24494	2980	2980	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	2c0abe04e146f35dcfe5161042e34ae4bd720f506e8e1cb06542e164d4b10012	131418	-1.875	0	-69.788	-15.595	-14.37	0	-1.87	30	500	10	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-3:part-5:listen-choose-4	set-3	5	L-001	Listen and Choose a Response	public/audio/toefl/set-3/listen-choose-4.mp3	c53a5f618ddaeede7d23ec1032f468d611371262277ac4a08259374566449d29	c53a5f618ddaeede7d23ec1032f468d611371262277ac4a08259374566449d29	29510	29510	3620	3620	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	844efd7663034e5b20b1d541567275b9fbb423cd823823eff74cec7223877631	159642	-0.446	0	-63.909	-13.906	-13.1	1.2	-0.42	40	500	350	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-LDN-002	TECH-PEAK-003	fail_actionable	B_technical_repair_candidate	measure_gain_create_versioned_normalized_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
