block_id	set_id	source_file	genre	instruction	source_word_count	source_text_sha256	current_blank_count	current_first_sentence_blank_count	current_half_length_compatible	current_zero_missing_count	official_genre_match	official_length_match	current_exact_ten	current_ctw_status	candidate_target_words	candidate_visible_prefixes	candidate_missing_letters	candidate_reconstruction_count	candidate_token_issue	candidate_mask_status	language_status	fact_status	internal_similarity_status	external_similarity_status	finding_ids	provenance_commit	provenance_claim	rights_status	reuse_class	proposed_action	independent_review_status	implementation_status	release_status
t6-r-cw1	set-6	src/data/mocks/toefl-set-6.ts	personal_message	A student is writing to the housing office.	63	b086bb40fc450a0fd284a68a065823dded2b2cf670eb156cb2a208bd52d8c227	6	1	2	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	near_duplicate_heat_01_jaccard3_0.2427_cosine_0.8080	sample_no_exact_match	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001|SIM-INTERNAL-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	B_deduplicate_then_reclassify_A	preserve_both_sources_adjudicate_overlap_then_reclassify	pending	candidate_documented_pending_code_authorization	blocked
t6-r-cw2	set-6	src/data/mocks/toefl-set-6.ts	academic_text	The following is from an article about bees.	70	050c19ef6dcd16b44c4e07d3ace87695dc94d1222156fa6e5d52f0fe4ea83c15	6	1	1	0	yes	yes	no	fail_six_blanks_full_word_keys	a|moves|flower|flower|nectar|carries|with|allowing|to|seeds	[unresolved]|mo|flo|flo|nec|car|wi|allo|t|se	[unresolved]|ves|wer|wer|tar|ries|th|wing|o|eds	9	p2:one_letter:a	pending_tokenization_adjudication	language_pass_initial	needs_population_scope	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|CTW-TOKEN-UNVERIFIED-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	B_population_scope_then_C_derive	preserve_source_limit_population_scope_then_adjudicate_and_derive	pending	candidate_documented_pending_code_authorization	blocked
t7-r-cw1	set-7	src/data/mocks/toefl-set-7.ts	personal_message	A student is writing to a study-abroad advisor.	63	92438f4ed0429a67b6658c3d3fccc6f1e33fb28812f7ef9ef4e9b58f66ee8aa0	6	1	1	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t7-r-cw2	set-7	src/data/mocks/toefl-set-7.ts	academic_text	The following is from an article about recycling.	72	2d5ff3a58c66ef3c29c0f25a20ddf334c1bd91bb0756ad238f266582c1cea2ec	6	1	4	0	yes	yes	no	fail_six_blanks_full_word_keys	materials|as|paper|plastic|collected|processed|can|turned|new|saving	mate|a|pa|pla|coll|proc|c|tur|n|sav	rials|s|per|stic|ected|essed|an|ned|ew|ing	10	none	mechanically_derivable	language_pass_initial	fact_pass_general_scope	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	C_derive_after_rights_review	preserve_source_rights_review_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t8-r-cw1	set-8	src/data/mocks/toefl-set-8.ts	personal_message	A student is leaving a note for a roommate.	64	741458953fe7a53d11079266287d1843d887810b5ed64d9c91d622ce59d664f1	6	1	3	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t8-r-cw2	set-8	src/data/mocks/toefl-set-8.ts	academic_text	The following is from an article about volcanoes.	70	849d4dfcf2abd0197573e1464e292f251e9b72762fb3772f2ffcb77e4eaaa456	6	2	5	0	yes	yes	no	fail_six_blanks_full_word_keys	the|this|rock|called|once|reaches|the|it|known|lava	t|th|ro|cal|on|rea|t|i|kn|la	he|is|ck|led|ce|ches|he|t|own|va	10	none	mechanically_derivable	repair_grammar_reaches_the_surface	needs_language_and_forecast_precision	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query_generic_geology_overlap_only	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|EDITOR-GRAMMAR-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	B_language_and_fact_repair_then_C_derive	preserve_source_repair_language_and_forecast_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t9-r-cw1	set-9	src/data/mocks/toefl-set-9.ts	personal_message	A student is writing to a professor about a deadline.	65	8ed64f90c2477d8ac5e4d2e473a0654e9d39edfb9e2a635fe9c8a94ab3f32726	6	1	5	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t9-r-cw2	set-9	src/data/mocks/toefl-set-9.ts	academic_text	The following is from an article about the human heart.	58	0c417f7ca00a37ef2154d297524471ba1be54ffa2e117ea3f99e317c181fd964	6	1	5	0	yes	no	no	fail_six_blanks_full_word_keys	beats|one|thousand|a|sending|and|to|cell|keep|heart	be|o|thou|[unresolved]|sen|a|t|ce|ke|he	ats|ne|sand|[unresolved]|ding|nd|o|ll|ep|art	9	p8:one_letter:a	blocked_length_and_token_rule	language_pass_initial	fact_pass_general_health_scope	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-LEN-001|CTW-FIRST-001|CTW-TOKEN-UNVERIFIED-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	B_extend_then_C_derive	preserve_source_extend_sourced_version_then_adjudicate_and_derive	pending	candidate_documented_pending_code_authorization	blocked
t10-r-cw1	set-10	src/data/mocks/toefl-set-10.ts	personal_message	A student is writing a review of a restaurant.	66	d2805770f0fee51ce1ededb7f4fa060472a0171c4fb1bbab15eee2417b80059f	6	1	2	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t10-r-cw2	set-10	src/data/mocks/toefl-set-10.ts	academic_text	The following is from an article about rivers.	78	f5f53ad95a4f5741f23fb00fa4e0b7df4b2ef66a9927926ba5acd3d471e1b987	6	0	2	0	yes	yes	no	fail_six_blanks_full_word_keys	begin|high|often|rain|melting|and|flow|Along|way|shape	be|hi|of|ra|mel|a|fl|Al|w|sh	gin|gh|ten|in|ting|nd|ow|ong|ay|ape	10	none	mechanically_derivable	language_pass_initial	fact_pass_general_scope	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	C_derive_after_rights_review	preserve_source_rights_review_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t11-r-cw1	set-11	src/data/mocks/toefl-set-11.ts	personal_message	A student is writing to a club organizer.	59	bd8feb63b5085bb89769811c894d72528b5947f4dbfa32a982c80f988092dbd7	6	2	3	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t11-r-cw2	set-11	src/data/mocks/toefl-set-11.ts	academic_text	The following is from an article about deserts.	81	f7b42c56136e13348978648d001c31628f6b4a450197f072c19abffb668afad0	6	1	4	0	yes	yes	no	fail_six_blanks_full_word_keys	the|conditions|plants|animals|adapted|survive|Cacti|example|water|their	t|condi|pla|ani|ada|sur|Ca|exa|wa|th	he|tions|nts|mals|pted|vive|cti|mple|ter|eir	10	none	mechanically_derivable	language_pass_initial	needs_definition_repair	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	B_definition_repair_then_C_derive	preserve_source_repair_desertification_definition_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t12-r-cw1	set-12	src/data/mocks/toefl-set-12.ts	personal_message	A student is writing a thank-you message.	69	293190763419d1b6fcd11b8f7aa385195a3d8aee0b45e7c42c41d8304117e001	6	1	5	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t12-r-cw2	set-12	src/data/mocks/toefl-set-12.ts	academic_text	The following is from an article about the Moon.	75	1d439926a05858fa5203f976e8042b715ac696586a054380255905e03bb32511	6	1	5	0	yes	yes	no	fail_six_blanks_full_word_keys	has|atmosphere|no|water|its|which|covered|craters|by|impacts	h|atmos|n|wa|i|wh|cov|cra|b|imp	as|phere|o|ter|ts|ich|ered|ters|y|acts	10	none	mechanically_derivable	language_pass_initial	needs_atmosphere_precision	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	B_atmosphere_precision_then_C_derive	preserve_source_repair_lunar_atmosphere_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t13-r-cw1	set-13	src/data/mocks/toefl-set-13.ts	personal_message	A customer is writing an online review of a hotel.	69	ce2a3351c49d53137800e7d437ea1c551dc6374413893799e392cd8723f18baf	6	1	2	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t13-r-cw2	set-13	src/data/mocks/toefl-set-13.ts	academic_text	The following is from an article about rainforests.	75	9da4c7b1825f1a453ca2e426f9a6cd849af9381984b43c72a9fcb32525acd9e5	6	2	3	0	yes	yes	no	fail_six_blanks_full_word_keys	tall|form|thick|that|most|from|the|Rainforests|play|key	ta|fo|th|th|mo|fr|t|Rainf|pl|k	ll|rm|ick|at|st|om|he|orests|ay|ey	10	none	mechanically_derivable	language_pass_initial	needs_estimate_scope_and_similarity_repair	no_high_similarity_pair_at_threshold	near_stock_phrase_overlap_biodiversity_and_water_cycle	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|RIGHTS-SIM-GENERIC-001|FACT-QUALIFY-001|CTW-FACT-AUDIT-2026-08-09|RIGHTS-STOCK-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_stock_overlap_owner_attestation_rewrite_and_independent_review	B_scope_and_similarity_rewrite_then_C_derive	preserve_source_limit_estimate_independent_rewrite_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t14-r-cw1	set-14	src/data/mocks/toefl-set-14.ts	personal_message	A student is writing to a landlord.	77	c6318dd04e2a33a59f68228fb65300f33837a3149e581a00c416b0ff8fc375b5	6	1	2	0	no	yes	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t14-r-cw2	set-14	src/data/mocks/toefl-set-14.ts	academic_text	The following is from an article about volcano-formed islands.	71	a565d64ec31191dbadef422b86e1cec6172dfdf757676ce8f182b0e5ea777d3c	6	1	3	0	yes	yes	no	fail_six_blanks_full_word_keys	thousands|years|of|rock|up|they|above|water's|At|these	thou|ye|o|ro|u|th|ab|[unresolved]|A|th	sands|ars|f|ck|p|ey|ove|[unresolved]|t|ese	9	p16:nonalpha:water's	pending_tokenization_adjudication	language_pass_initial	fact_pass_general_scope	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|CTW-TOKEN-UNVERIFIED-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	C_token_adjudication_and_rights_then_derive	preserve_source_adjudicate_token_and_rights_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t15-r-cw1	set-15	src/data/mocks/toefl-set-15.ts	personal_message	A student is writing to arrange a meeting.	67	e87ce478befb298fa124c150d5d56f1e811d582d30ee28f47b7ac539780ef105	6	0	4	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t15-r-cw2	set-15	src/data/mocks/toefl-set-15.ts	academic_text	The following is from an article about electric cars.	72	b704da31577bc2e479308f12494ead9d798f3518491e8e6cfc13a76914a75fe6	6	1	4	0	yes	yes	no	fail_six_blanks_full_word_keys	traditional|they|no|fumes|helps|air|in|Instead|petrol|run	tradi|th|n|fu|he|a|i|Ins|pet|r	tional|ey|o|mes|lps|ir|n|tead|rol|un	10	none	mechanically_derivable	language_pass_initial	needs_tailpipe_lifecycle_scope	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|FACT-SCOPE-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	B_lifecycle_precision_then_C_derive	preserve_source_repair_tailpipe_and_lifecycle_then_derive	pending	candidate_documented_pending_code_authorization	blocked
